,pays,code_pays,code_produit,produit,alim_ani,autres_utilisations,dispo_int,nourriture,pertes,semences,transfo,annee
0,Afghanistan,2,2511,Blé,,,5992000000.0,4895000000.0,775000000.0,322000000.0,,2013
1,Afghanistan,2,2513,Orge,360000000.0,,524000000.0,89000000.0,52000000.0,22000000.0,,2013
2,Afghanistan,2,2514,Maïs,200000000.0,,313000000.0,76000000.0,31000000.0,5000000.0,,2013
3,Afghanistan,2,2517,Millet,,,13000000.0,12000000.0,1000000.0,0.0,,2013
4,Afghanistan,2,2520,"Céréales, Autres",,,0.0,0.0,,,,2013
5,Afghanistan,2,2531,Pommes de Terre,,,262000000.0,230000000.0,9000000.0,23000000.0,,2013
6,Afghanistan,2,2536,"Sucre, canne",81000000.0,,90000000.0,,,,9000000.0,2013
7,Afghanistan,2,2537,"Sucre, betterave",0.0,,15000000.0,,,,15000000.0,2013
8,Afghanistan,2,2542,Sucre Eq Brut,,,255000000.0,255000000.0,,,,2013
9,Afghanistan,2,2543,Edulcorants Autres,,,16000000.0,16000000.0,,,,2013
10,Afghanistan,2,2549,Légumineuses Autres,4000000.0,,86000000.0,74000000.0,3000000.0,5000000.0,,2013
11,Afghanistan,2,2551,Noix,,,44000000.0,44000000.0,,,,2013
12,Afghanistan,2,2557,Graines de tournesol,,,3000000.0,,,0.0,3000000.0,2013
13,Afghanistan,2,2559,Graines de coton,,,27000000.0,,,1000000.0,26000000.0,2013
14,Afghanistan,2,2560,Coco (Incl Coprah),,,0.0,0.0,,,,2013
15,Afghanistan,2,2561,Sésame,,,21000000.0,16000000.0,1000000.0,1000000.0,4000000.0,2013
16,Afghanistan,2,2563,Olives,,,7000000.0,2000000.0,0.0,,4000000.0,2013
17,Afghanistan,2,2570,"Plantes Oleiferes, Autre",,,3000000.0,,0.0,0.0,2000000.0,2013
18,Afghanistan,2,2571,Huile de Soja,,,16000000.0,16000000.0,,,,2013
19,Afghanistan,2,2572,Huile d'Arachide,,,0.0,0.0,,,,2013
20,Afghanistan,2,2573,Huile de Tournesol,,,23000000.0,23000000.0,,,,2013
21,Afghanistan,2,2574,Huile de Colza&Moutarde,,,2000000.0,2000000.0,,,,2013
22,Afghanistan,2,2575,Huile Graines de Coton,,1000000.0,5000000.0,4000000.0,,,,2013
23,Afghanistan,2,2577,Huile de Palme,,55000000.0,119000000.0,64000000.0,,,,2013
24,Afghanistan,2,2579,Huile de Sésame,,,1000000.0,1000000.0,,,,2013
25,Afghanistan,2,2580,Huile d'Olive,,,1000000.0,1000000.0,,,,2013
26,Afghanistan,2,2586,Huil Plantes Oleif Autr,,359000000.0,361000000.0,2000000.0,,,,2013
27,Afghanistan,2,2601,Tomates,,,0.0,0.0,,,,2013
28,Afghanistan,2,2605,"Légumes, Autres",,,1007000000.0,885000000.0,122000000.0,,,2013
29,Afghanistan,2,2611,"Oranges, Mandarines",,,145000000.0,145000000.0,0.0,,,2013
30,Afghanistan,2,2614,"Agrumes, Autres",,,41000000.0,39000000.0,2000000.0,,,2013
31,Afghanistan,2,2615,Bananes,,,82000000.0,82000000.0,,,,2013
32,Afghanistan,2,2617,Pommes,,,72000000.0,68000000.0,4000000.0,,,2013
33,Afghanistan,2,2618,Ananas,,,0.0,0.0,,,,2013
34,Afghanistan,2,2619,Dattes,,,1000000.0,1000000.0,,,,2013
35,Afghanistan,2,2620,Raisin,,,513000000.0,483000000.0,31000000.0,,,2013
36,Afghanistan,2,2625,"Fruits, Autres",,,240000000.0,223000000.0,17000000.0,,,2013
37,Afghanistan,2,2630,Café,,,0.0,0.0,,,,2013
38,Afghanistan,2,2633,Feve de Cacao,,,1000000.0,1000000.0,,,,2013
39,Afghanistan,2,2635,Thé,,,107000000.0,107000000.0,,,,2013
40,Afghanistan,2,2640,Poivre,,,0.0,0.0,,,,2013
41,Afghanistan,2,2645,"Épices, Autres",,,8000000.0,8000000.0,,,,2013
42,Afghanistan,2,2655,Vin,,,0.0,0.0,,,,2013
43,Afghanistan,2,2656,Bière,,,3000000.0,3000000.0,,,,2013
44,Afghanistan,2,2658,Boissons Alcooliques,,,0.0,0.0,,,,2013
45,Afghanistan,2,2680,Aliments pour enfants,,,2000000.0,2000000.0,,,,2013
46,Afghanistan,2,2731,Viande de Bovins,,,140000000.0,140000000.0,,,,2013
47,Afghanistan,2,2732,Viande d'Ovins/Caprins,,,150000000.0,150000000.0,,,,2013
48,Afghanistan,2,2734,Viande de Volailles,,,75000000.0,75000000.0,,,,2013
49,Afghanistan,2,2735,"Viande, Autre",,,12000000.0,12000000.0,,,,2013
50,Afghanistan,2,2736,Abats Comestible,,,53000000.0,53000000.0,,,,2013
51,Afghanistan,2,2737,Graisses Animales Crue,,,15000000.0,15000000.0,,,,2013
52,Afghanistan,2,2740,"Beurre, Ghee",,,36000000.0,36000000.0,,,,2013
53,Afghanistan,2,2743,Crème,,,18000000.0,18000000.0,,,,2013
54,Afghanistan,2,2744,Oeufs,,,47000000.0,40000000.0,5000000.0,2000000.0,,2013
55,Afghanistan,2,2745,Miel,,,2000000.0,2000000.0,,,,2013
56,Afghanistan,2,2761,Poissons Eau Douce,,0.0,2000000.0,2000000.0,,,,2013
57,Afghanistan,2,2805,Riz (Eq Blanchi),,,461000000.0,422000000.0,24000000.0,14000000.0,,2013
58,Afghanistan,2,2848,Lait - Excl Beurre,123000000.0,,2083000000.0,1901000000.0,58000000.0,,,2013
59,Afghanistan,2,2899,Miscellanees,,,,,,,,2013
60,Afrique du Sud,202,2511,Blé,37000000.0,,3316000000.0,3174000000.0,74000000.0,31000000.0,0.0,2013
61,Afrique du Sud,202,2513,Orge,19000000.0,,509000000.0,5000000.0,7000000.0,6000000.0,472000000.0,2013
62,Afrique du Sud,202,2514,Maïs,4715000000.0,0.0,10480000000.0,5283000000.0,405000000.0,33000000.0,43000000.0,2013
63,Afrique du Sud,202,2515,Seigle,0.0,,2000000.0,2000000.0,0.0,0.0,,2013
64,Afrique du Sud,202,2516,Avoine,8000000.0,,49000000.0,40000000.0,1000000.0,1000000.0,,2013
65,Afrique du Sud,202,2517,Millet,8000000.0,,13000000.0,5000000.0,,0.0,,2013
66,Afrique du Sud,202,2518,Sorgho,29000000.0,,192000000.0,71000000.0,13000000.0,2000000.0,78000000.0,2013
67,Afrique du Sud,202,2520,"Céréales, Autres",8000000.0,,12000000.0,4000000.0,0.0,0.0,,2013
68,Afrique du Sud,202,2531,Pommes de Terre,217000000.0,103000000.0,2126000000.0,1618000000.0,109000000.0,79000000.0,0.0,2013
69,Afrique du Sud,202,2532,Manioc,,57000000.0,57000000.0,0.0,,,,2013
70,Afrique du Sud,202,2533,Patates douces,3000000.0,,63000000.0,59000000.0,1000000.0,,,2013
71,Afrique du Sud,202,2534,Racines nda,1000000.0,,1000000.0,0.0,,,,2013
72,Afrique du Sud,202,2535,Ignames,,,0.0,0.0,,,,2013
73,Afrique du Sud,202,2536,"Sucre, canne",,,20033000000.0,,1002000000.0,,19031000000.0,2013
74,Afrique du Sud,202,2537,"Sucre, betterave",0.0,,0.0,,,,,2013
75,Afrique du Sud,202,2542,Sucre Eq Brut,,,1908000000.0,1857000000.0,,,51000000.0,2013
76,Afrique du Sud,202,2543,Edulcorants Autres,,,89000000.0,89000000.0,,,,2013
77,Afrique du Sud,202,2546,Haricots,,,105000000.0,96000000.0,3000000.0,5000000.0,,2013
78,Afrique du Sud,202,2547,Pois,,,14000000.0,14000000.0,0.0,0.0,,2013
79,Afrique du Sud,202,2549,Légumineuses Autres,18000000.0,,30000000.0,12000000.0,0.0,1000000.0,,2013
80,Afrique du Sud,202,2551,Noix,,,17000000.0,17000000.0,,,,2013
81,Afrique du Sud,202,2555,Soja,8000000.0,,732000000.0,67000000.0,24000000.0,23000000.0,611000000.0,2013
82,Afrique du Sud,202,2556,Arachides Decortiquees,,,54000000.0,38000000.0,1000000.0,2000000.0,13000000.0,2013
83,Afrique du Sud,202,2557,Graines de tournesol,,,590000000.0,,,3000000.0,587000000.0,2013
84,Afrique du Sud,202,2558,Graines Colza/Moutarde,,,112000000.0,0.0,,,112000000.0,2013
85,Afrique du Sud,202,2559,Graines de coton,,,68000000.0,,3000000.0,0.0,65000000.0,2013
86,Afrique du Sud,202,2560,Coco (Incl Coprah),,,24000000.0,24000000.0,,,0.0,2013
87,Afrique du Sud,202,2561,Sésame,,,1000000.0,,,,1000000.0,2013
88,Afrique du Sud,202,2562,Palmistes,,0.0,0.0,,,,,2013
89,Afrique du Sud,202,2563,Olives,,,1000000.0,1000000.0,,,,2013
90,Afrique du Sud,202,2570,"Plantes Oleiferes, Autre",0.0,1000000.0,16000000.0,0.0,0.0,0.0,14000000.0,2013
91,Afrique du Sud,202,2571,Huile de Soja,,,238000000.0,238000000.0,,,,2013
92,Afrique du Sud,202,2572,Huile d'Arachide,,4000000.0,15000000.0,11000000.0,,,,2013
93,Afrique du Sud,202,2573,Huile de Tournesol,,30000000.0,304000000.0,274000000.0,,,,2013
94,Afrique du Sud,202,2574,Huile de Colza&Moutarde,,40000000.0,40000000.0,,,,,2013
95,Afrique du Sud,202,2575,Huile Graines de Coton,,0.0,2000000.0,2000000.0,,,,2013
96,Afrique du Sud,202,2576,Huile de Palmistes,,16000000.0,32000000.0,16000000.0,,,,2013
97,Afrique du Sud,202,2577,Huile de Palme,,399000000.0,449000000.0,50000000.0,,,,2013
98,Afrique du Sud,202,2578,Huile de Coco,,0.0,4000000.0,4000000.0,,,,2013
99,Afrique du Sud,202,2579,Huile de Sésame,,,1000000.0,1000000.0,,,,2013
100,Afrique du Sud,202,2580,Huile d'Olive,,0.0,3000000.0,3000000.0,,,,2013
101,Afrique du Sud,202,2582,Huile de Germe de Maïs,,,80000000.0,80000000.0,,,,2013
102,Afrique du Sud,202,2586,Huil Plantes Oleif Autr,,11000000.0,17000000.0,4000000.0,,,2000000.0,2013
103,Afrique du Sud,202,2601,Tomates,,,561000000.0,506000000.0,55000000.0,,,2013
104,Afrique du Sud,202,2602,Oignons,,,501000000.0,442000000.0,59000000.0,,,2013
105,Afrique du Sud,202,2605,"Légumes, Autres",51000000.0,,1511000000.0,1323000000.0,137000000.0,,0.0,2013
106,Afrique du Sud,202,2611,"Oranges, Mandarines",,,422000000.0,386000000.0,36000000.0,,,2013
107,Afrique du Sud,202,2612,Citrons & Limes,,,33000000.0,20000000.0,13000000.0,,,2013
108,Afrique du Sud,202,2613,Pamplemousse,,,158000000.0,134000000.0,23000000.0,,,2013
109,Afrique du Sud,202,2614,"Agrumes, Autres",,,8000000.0,8000000.0,1000000.0,,,2013
110,Afrique du Sud,202,2615,Bananes,,,413000000.0,371000000.0,42000000.0,,,2013
111,Afrique du Sud,202,2616,Bananes plantains,,,86000000.0,86000000.0,,,,2013
112,Afrique du Sud,202,2617,Pommes,,,655000000.0,583000000.0,45000000.0,,27000000.0,2013
113,Afrique du Sud,202,2618,Ananas,,,48000000.0,43000000.0,5000000.0,,,2013
114,Afrique du Sud,202,2619,Dattes,,,1000000.0,1000000.0,,,,2013
115,Afrique du Sud,202,2620,Raisin,,2000000.0,1558000000.0,116000000.0,,,1440000000.0,2013
116,Afrique du Sud,202,2625,"Fruits, Autres",,,441000000.0,258000000.0,50000000.0,,133000000.0,2013
117,Afrique du Sud,202,2630,Café,,,49000000.0,49000000.0,,,0.0,2013
118,Afrique du Sud,202,2633,Feve de Cacao,,,25000000.0,25000000.0,,,,2013
119,Afrique du Sud,202,2635,Thé,,,18000000.0,18000000.0,,,,2013
120,Afrique du Sud,202,2640,Poivre,,,2000000.0,2000000.0,,,,2013
121,Afrique du Sud,202,2641,Piments,,,23000000.0,22000000.0,1000000.0,,,2013
122,Afrique du Sud,202,2642,Girofles,,,0.0,0.0,,,,2013
123,Afrique du Sud,202,2645,"Épices, Autres",,,7000000.0,7000000.0,,,,2013
124,Afrique du Sud,202,2655,Vin,,,546000000.0,407000000.0,,,139000000.0,2013
125,Afrique du Sud,202,2656,Bière,,,3215000000.0,3215000000.0,,,,2013
126,Afrique du Sud,202,2657,Boissons Fermentés,,,1000000.0,1000000.0,,,,2013
127,Afrique du Sud,202,2658,Boissons Alcooliques,,60000000.0,397000000.0,337000000.0,,,,2013
128,Afrique du Sud,202,2659,"Alcool, non Comestible",,38000000.0,38000000.0,,,,,2013
129,Afrique du Sud,202,2680,Aliments pour enfants,,,0.0,0.0,,,,2013
130,Afrique du Sud,202,2731,Viande de Bovins,,10000000.0,961000000.0,952000000.0,,,,2013
131,Afrique du Sud,202,2732,Viande d'Ovins/Caprins,,,226000000.0,226000000.0,,,,2013
132,Afrique du Sud,202,2733,Viande de Suides,,,220000000.0,220000000.0,,,,2013
133,Afrique du Sud,202,2734,Viande de Volailles,,,1983000000.0,1983000000.0,,,,2013
134,Afrique du Sud,202,2735,"Viande, Autre",2000000.0,,48000000.0,46000000.0,,,,2013
135,Afrique du Sud,202,2736,Abats Comestible,0.0,48000000.0,302000000.0,254000000.0,,,,2013
136,Afrique du Sud,202,2737,Graisses Animales Crue,,43000000.0,59000000.0,16000000.0,,,,2013
137,Afrique du Sud,202,2740,"Beurre, Ghee",,,19000000.0,19000000.0,,,,2013
138,Afrique du Sud,202,2743,Crème,,,3000000.0,3000000.0,,,,2013
139,Afrique du Sud,202,2744,Oeufs,,,497000000.0,380000000.0,51000000.0,67000000.0,,2013
140,Afrique du Sud,202,2745,Miel,,,3000000.0,3000000.0,,,,2013
141,Afrique du Sud,202,2761,Poissons Eau Douce,,0.0,10000000.0,10000000.0,,,,2013
142,Afrique du Sud,202,2762,Perciform,0.0,0.0,114000000.0,114000000.0,,,,2013
143,Afrique du Sud,202,2763,Poissons Pelagiques,62000000.0,0.0,228000000.0,166000000.0,,,,2013
144,Afrique du Sud,202,2764,"Poissons Marins, Autres",0.0,0.0,4000000.0,4000000.0,,,,2013
145,Afrique du Sud,202,2765,Crustacés,,0.0,22000000.0,22000000.0,,,,2013
146,Afrique du Sud,202,2766,Cephalopodes,,0.0,7000000.0,7000000.0,,,,2013
147,Afrique du Sud,202,2767,"Mollusques, Autres",,0.0,7000000.0,7000000.0,,,,2013
148,Afrique du Sud,202,2769,Animaux Aquatiques Autre,,0.0,0.0,0.0,,,,2013
149,Afrique du Sud,202,2775,Plantes Aquatiques,,14000000.0,14000000.0,0.0,,,,2013
150,Afrique du Sud,202,2781,Huiles de Poissons,0.0,0.0,0.0,0.0,,,,2013
151,Afrique du Sud,202,2782,Huiles de Foie de Poisso,,0.0,0.0,0.0,,,,2013
152,Afrique du Sud,202,2805,Riz (Eq Blanchi),,,920000000.0,919000000.0,0.0,0.0,0.0,2013
153,Afrique du Sud,202,2848,Lait - Excl Beurre,123000000.0,,3093000000.0,2942000000.0,32000000.0,,0.0,2013
154,Afrique du Sud,202,2899,Miscellanees,,,,,,,,2013
155,Albanie,3,2511,Blé,18000000.0,130000000.0,650000000.0,440000000.0,44000000.0,18000000.0,,2013
156,Albanie,3,2513,Orge,7000000.0,1000000.0,19000000.0,1000000.0,1000000.0,0.0,9000000.0,2013
157,Albanie,3,2514,Maïs,361000000.0,3000000.0,420000000.0,6000000.0,44000000.0,3000000.0,3000000.0,2013
158,Albanie,3,2515,Seigle,,,3000000.0,2000000.0,1000000.0,0.0,,2013
159,Albanie,3,2516,Avoine,25000000.0,,28000000.0,0.0,1000000.0,1000000.0,,2013
160,Albanie,3,2517,Millet,0.0,,0.0,,,,,2013
161,Albanie,3,2518,Sorgho,0.0,,0.0,,0.0,0.0,,2013
162,Albanie,3,2520,"Céréales, Autres",0.0,,0.0,0.0,,,,2013
163,Albanie,3,2531,Pommes de Terre,75000000.0,5000000.0,262000000.0,131000000.0,23000000.0,29000000.0,,2013
164,Albanie,3,2532,Manioc,,0.0,0.0,0.0,,,,2013
165,Albanie,3,2533,Patates douces,,,1000000.0,1000000.0,,,,2013
166,Albanie,3,2534,Racines nda,,,0.0,0.0,,,,2013
167,Albanie,3,2537,"Sucre, betterave",1000000.0,,40000000.0,,,,39000000.0,2013
168,Albanie,3,2542,Sucre Eq Brut,,13000000.0,69000000.0,56000000.0,,,,2013
169,Albanie,3,2543,Edulcorants Autres,,0.0,93000000.0,93000000.0,,,,2013
170,Albanie,3,2546,Haricots,1000000.0,,28000000.0,16000000.0,8000000.0,3000000.0,,2013
171,Albanie,3,2547,Pois,,,0.0,0.0,,,,2013
172,Albanie,3,2549,Légumineuses Autres,1000000.0,,3000000.0,1000000.0,0.0,1000000.0,,2013
173,Albanie,3,2551,Noix,,,14000000.0,13000000.0,0.0,,,2013
174,Albanie,3,2555,Soja,,,0.0,0.0,0.0,0.0,0.0,2013
175,Albanie,3,2556,Arachides Decortiquees,,,1000000.0,0.0,,,0.0,2013
176,Albanie,3,2557,Graines de tournesol,,,2000000.0,,0.0,0.0,1000000.0,2013
177,Albanie,3,2558,Graines Colza/Moutarde,,,0.0,0.0,,,,2013
178,Albanie,3,2559,Graines de coton,,,1000000.0,,0.0,0.0,0.0,2013
179,Albanie,3,2560,Coco (Incl Coprah),,,0.0,0.0,,,,2013
180,Albanie,3,2561,Sésame,,0.0,0.0,,,,,2013
181,Albanie,3,2562,Palmistes,,0.0,0.0,,,,,2013
182,Albanie,3,2563,Olives,0.0,,82000000.0,73000000.0,2000000.0,,7000000.0,2013
183,Albanie,3,2570,"Plantes Oleiferes, Autre",0.0,0.0,0.0,,,,,2013
184,Albanie,3,2571,Huile de Soja,,,0.0,0.0,,,,2013
185,Albanie,3,2572,Huile d'Arachide,,,0.0,0.0,,,,2013
186,Albanie,3,2573,Huile de Tournesol,,13000000.0,29000000.0,16000000.0,,,,2013
187,Albanie,3,2574,Huile de Colza&Moutarde,,,0.0,0.0,,,,2013
188,Albanie,3,2575,Huile Graines de Coton,,0.0,0.0,,,,,2013
189,Albanie,3,2576,Huile de Palmistes,,0.0,0.0,,,,,2013
190,Albanie,3,2577,Huile de Palme,,2000000.0,2000000.0,0.0,,,0.0,2013
191,Albanie,3,2578,Huile de Coco,,0.0,0.0,,,,,2013
192,Albanie,3,2579,Huile de Sésame,,0.0,0.0,,,,,2013
193,Albanie,3,2580,Huile d'Olive,,0.0,2000000.0,2000000.0,,,,2013
194,Albanie,3,2582,Huile de Germe de Maïs,,,1000000.0,1000000.0,,,,2013
195,Albanie,3,2586,Huil Plantes Oleif Autr,,1000000.0,4000000.0,4000000.0,,,,2013
196,Albanie,3,2601,Tomates,,,207000000.0,185000000.0,22000000.0,,0.0,2013
197,Albanie,3,2602,Oignons,,,94000000.0,94000000.0,,,,2013
198,Albanie,3,2605,"Légumes, Autres",70000000.0,,591000000.0,498000000.0,22000000.0,,,2013
199,Albanie,3,2611,"Oranges, Mandarines",,,41000000.0,40000000.0,1000000.0,,,2013
200,Albanie,3,2612,Citrons & Limes,,,5000000.0,5000000.0,,,,2013
201,Albanie,3,2613,Pamplemousse,,,0.0,0.0,,,,2013
202,Albanie,3,2614,"Agrumes, Autres",,,1000000.0,1000000.0,,,,2013
203,Albanie,3,2615,Bananes,,,20000000.0,20000000.0,,,0.0,2013
204,Albanie,3,2616,Bananes plantains,,,1000000.0,1000000.0,,,,2013
205,Albanie,3,2617,Pommes,,,82000000.0,78000000.0,4000000.0,,,2013
206,Albanie,3,2618,Ananas,,,0.0,0.0,,,,2013
207,Albanie,3,2619,Dattes,,,12000000.0,12000000.0,,,,2013
208,Albanie,3,2620,Raisin,,,209000000.0,153000000.0,2000000.0,,54000000.0,2013
209,Albanie,3,2625,"Fruits, Autres",,,148000000.0,141000000.0,7000000.0,,,2013
210,Albanie,3,2630,Café,,,8000000.0,8000000.0,,,,2013
211,Albanie,3,2633,Feve de Cacao,,,2000000.0,2000000.0,,,,2013
212,Albanie,3,2635,Thé,,,0.0,0.0,,,,2013
213,Albanie,3,2640,Poivre,,,0.0,0.0,,,,2013
214,Albanie,3,2641,Piments,,,0.0,0.0,,,,2013
215,Albanie,3,2645,"Épices, Autres",,,0.0,0.0,,,,2013
216,Albanie,3,2655,Vin,,,25000000.0,25000000.0,,,,2013
217,Albanie,3,2656,Bière,,,86000000.0,86000000.0,,,,2013
218,Albanie,3,2657,Boissons Fermentés,,,0.0,0.0,,,,2013
219,Albanie,3,2658,Boissons Alcooliques,,,8000000.0,8000000.0,,,,2013
220,Albanie,3,2659,"Alcool, non Comestible",,4000000.0,4000000.0,,,,,2013
221,Albanie,3,2680,Aliments pour enfants,,,0.0,0.0,,,,2013
222,Albanie,3,2731,Viande de Bovins,,,71000000.0,71000000.0,,,,2013
223,Albanie,3,2732,Viande d'Ovins/Caprins,,,49000000.0,49000000.0,,,,2013
224,Albanie,3,2733,Viande de Suides,,,35000000.0,35000000.0,,,,2013
225,Albanie,3,2734,Viande de Volailles,,,42000000.0,42000000.0,,,,2013
226,Albanie,3,2735,"Viande, Autre",,,0.0,0.0,,,,2013
227,Albanie,3,2736,Abats Comestible,,,11000000.0,11000000.0,,,,2013
228,Albanie,3,2737,Graisses Animales Crue,,0.0,5000000.0,4000000.0,,,,2013
229,Albanie,3,2740,"Beurre, Ghee",,,4000000.0,4000000.0,,,,2013
230,Albanie,3,2743,Crème,,,0.0,0.0,,,,2013
231,Albanie,3,2744,Oeufs,,,47000000.0,40000000.0,7000000.0,0.0,,2013
232,Albanie,3,2745,Miel,,,3000000.0,3000000.0,,,,2013
233,Albanie,3,2761,Poissons Eau Douce,,0.0,2000000.0,2000000.0,,,,2013
234,Albanie,3,2762,Perciform,,0.0,3000000.0,3000000.0,,,,2013
235,Albanie,3,2763,Poissons Pelagiques,0.0,0.0,5000000.0,5000000.0,,,,2013
236,Albanie,3,2764,"Poissons Marins, Autres",,0.0,2000000.0,2000000.0,,,,2013
237,Albanie,3,2765,Crustacés,,0.0,1000000.0,1000000.0,,,,2013
238,Albanie,3,2766,Cephalopodes,,0.0,1000000.0,1000000.0,,,,2013
239,Albanie,3,2767,"Mollusques, Autres",,0.0,1000000.0,1000000.0,,,,2013
240,Albanie,3,2769,Animaux Aquatiques Autre,,0.0,0.0,0.0,,,,2013
241,Albanie,3,2775,Plantes Aquatiques,,0.0,0.0,0.0,,,,2013
242,Albanie,3,2781,Huiles de Poissons,,0.0,0.0,0.0,,,,2013
243,Albanie,3,2782,Huiles de Foie de Poisso,,0.0,0.0,0.0,,,,2013
244,Albanie,3,2805,Riz (Eq Blanchi),0.0,0.0,25000000.0,25000000.0,0.0,0.0,0.0,2013
245,Albanie,3,2848,Lait - Excl Beurre,101000000.0,2000000.0,1153000000.0,964000000.0,87000000.0,,0.0,2013
246,Albanie,3,2899,Miscellanees,,,,,,,,2013
247,Algérie,4,2511,Blé,545000000.0,820000000.0,9461000000.0,7270000000.0,672000000.0,153000000.0,0.0,2013
248,Algérie,4,2513,Orge,1280000000.0,,2052000000.0,517000000.0,121000000.0,92000000.0,42000000.0,2013
249,Algérie,4,2514,Maïs,2400000000.0,,3252000000.0,627000000.0,225000000.0,0.0,,2013
250,Algérie,4,2515,Seigle,,,0.0,0.0,0.0,,,2013
251,Algérie,4,2516,Avoine,107000000.0,,122000000.0,0.0,6000000.0,8000000.0,,2013
252,Algérie,4,2517,Millet,1000000.0,,1000000.0,,,,,2013
253,Algérie,4,2518,Sorgho,0.0,,3000000.0,3000000.0,0.0,0.0,,2013
254,Algérie,4,2520,"Céréales, Autres",2000000.0,,4000000.0,1000000.0,,,,2013
255,Algérie,4,2531,Pommes de Terre,0.0,603000000.0,5087000000.0,2540000000.0,1773000000.0,171000000.0,,2013
256,Algérie,4,2532,Manioc,,,0.0,0.0,,,,2013
257,Algérie,4,2533,Patates douces,,,0.0,,,,,2013
258,Algérie,4,2534,Racines nda,,,0.0,0.0,,,,2013
259,Algérie,4,2536,"Sucre, canne",0.0,,0.0,,,,,2013
260,Algérie,4,2537,"Sucre, betterave",,,0.0,,0.0,,0.0,2013
261,Algérie,4,2542,Sucre Eq Brut,,190000000.0,1279000000.0,1089000000.0,,,,2013
262,Algérie,4,2543,Edulcorants Autres,,,24000000.0,24000000.0,,,0.0,2013
263,Algérie,4,2546,Haricots,,,64000000.0,61000000.0,3000000.0,0.0,,2013
264,Algérie,4,2547,Pois,,,19000000.0,18000000.0,0.0,0.0,,2013
265,Algérie,4,2549,Légumineuses Autres,14000000.0,,277000000.0,247000000.0,12000000.0,4000000.0,,2013
266,Algérie,4,2551,Noix,,,71000000.0,71000000.0,,,,2013
267,Algérie,4,2555,Soja,0.0,,0.0,0.0,,,,2013
268,Algérie,4,2556,Arachides Decortiquees,,,55000000.0,11000000.0,,0.0,44000000.0,2013
269,Algérie,4,2557,Graines de tournesol,,,3000000.0,,0.0,0.0,3000000.0,2013
270,Algérie,4,2558,Graines Colza/Moutarde,,,49000000.0,1000000.0,5000000.0,0.0,42000000.0,2013
271,Algérie,4,2559,Graines de coton,,0.0,0.0,,0.0,0.0,,2013
272,Algérie,4,2560,Coco (Incl Coprah),,,3000000.0,3000000.0,,,,2013
273,Algérie,4,2561,Sésame,,,5000000.0,5000000.0,,,,2013
274,Algérie,4,2562,Palmistes,,,0.0,0.0,,,,2013
275,Algérie,4,2563,Olives,,,591000000.0,191000000.0,,,400000000.0,2013
276,Algérie,4,2570,"Plantes Oleiferes, Autre",1000000.0,3000000.0,5000000.0,,,,0.0,2013
277,Algérie,4,2571,Huile de Soja,,,293000000.0,293000000.0,,,,2013
278,Algérie,4,2572,Huile d'Arachide,,,20000000.0,20000000.0,,,,2013
279,Algérie,4,2573,Huile de Tournesol,,,77000000.0,77000000.0,,,,2013
280,Algérie,4,2574,Huile de Colza&Moutarde,,0.0,18000000.0,18000000.0,,,,2013
281,Algérie,4,2575,Huile Graines de Coton,,0.0,0.0,,,,,2013
282,Algérie,4,2576,Huile de Palmistes,,0.0,0.0,,,,,2013
283,Algérie,4,2577,Huile de Palme,,52000000.0,82000000.0,29000000.0,,,,2013
284,Algérie,4,2578,Huile de Coco,,,1000000.0,1000000.0,,,,2013
285,Algérie,4,2579,Huile de Sésame,,,0.0,0.0,,,,2013
286,Algérie,4,2580,Huile d'Olive,,0.0,68000000.0,68000000.0,,,,2013
287,Algérie,4,2582,Huile de Germe de Maïs,,,2000000.0,2000000.0,,,,2013
288,Algérie,4,2586,Huil Plantes Oleif Autr,,3000000.0,81000000.0,78000000.0,,,,2013
289,Algérie,4,2601,Tomates,,,1151000000.0,1073000000.0,78000000.0,,,2013
290,Algérie,4,2602,Oignons,,,1344000000.0,1277000000.0,67000000.0,,,2013
291,Algérie,4,2605,"Légumes, Autres",0.0,,4542000000.0,4147000000.0,398000000.0,,0.0,2013
292,Algérie,4,2611,"Oranges, Mandarines",,,1174000000.0,1116000000.0,58000000.0,,,2013
293,Algérie,4,2612,Citrons & Limes,,,83000000.0,75000000.0,8000000.0,,,2013
294,Algérie,4,2613,Pamplemousse,,,3000000.0,3000000.0,0.0,,,2013
295,Algérie,4,2614,"Agrumes, Autres",,,9000000.0,9000000.0,,,,2013
296,Algérie,4,2615,Bananes,,,274000000.0,247000000.0,27000000.0,,,2013
297,Algérie,4,2616,Bananes plantains,,,0.0,0.0,,,,2013
298,Algérie,4,2617,Pommes,,,572000000.0,544000000.0,28000000.0,,,2013
299,Algérie,4,2618,Ananas,,,10000000.0,10000000.0,0.0,,,2013
300,Algérie,4,2619,Dattes,,,855000000.0,821000000.0,34000000.0,,,2013
301,Algérie,4,2620,Raisin,,,605000000.0,512000000.0,10000000.0,,83000000.0,2013
302,Algérie,4,2625,"Fruits, Autres",,,1202000000.0,1141000000.0,61000000.0,,0.0,2013
303,Algérie,4,2630,Café,,,129000000.0,129000000.0,,,,2013
304,Algérie,4,2633,Feve de Cacao,,,41000000.0,41000000.0,,,,2013
305,Algérie,4,2635,Thé,,,13000000.0,13000000.0,,,,2013
306,Algérie,4,2640,Poivre,,,4000000.0,4000000.0,,,,2013
